year(Date),FieldOfStudyId,AllAuthorships,WosAuthorships
1999.0,127313418,196810,57204
1966.0,39432304,18027,5048
1949.0,205649164,6863,2570
1952.0,144024400,4017,2128
1816.0,142362112,638,263
1939.0,138885662,5590,2160
1892.0,142362112,4126,1474
1950.0,39432304,9043,2255
1922.0,86803240,5644,1976
1956.0,127313418,10750,3913
1856.0,71924100,1156,455
1917.0,15744967,1529,716
1909.0,33923547,2072,377
1890.0,121332964,857,236
1857.0,127413603,341,114
1873.0,127413603,673,159
1844.0,127413603,205,48
1814.0,138885662,183,40
1892.0,144024400,311,126
1877.0,144133560,100,12
1821.0,127413603,34,18
1833.0,127413603,87,46
1902.0,144024400,566,232
1873.0,127313418,492,114
1876.0,121332964,422,85
1823.0,15744967,28,21
1863.0,162324750,28,6
1842.0,127413603,264,69
1820.0,138885662,230,68
1846.0,41008148,131,71
1840.0,162324750,38,17
1814.0,17744445,68,18
1837.0,121332964,132,35
1856.0,127413603,267,87
1841.0,144024400,48,18
1821.0,185592680,29,13
1840.0,121332964,100,32
1866.0,39432304,87,33
1801.0,33923547,14,5
1862.0,15744967,81,29
1858.0,39432304,70,18
1815.0,33923547,44,28
1800.0,144133560,51,26
1862.0,144024400,53,23
1864.0,41008148,209,67
1808.0,15744967,11,5
1877.0,162324750,64,11
1892.0,144133560,254,68
1884.0,162324750,95,33
1829.0,15744967,32,25
1816.0,15744967,53,39
1849.0,33923547,66,28
1842.0,192562407,45,14
1871.0,144133560,82,17
1831.0,144024400,38,19
1869.0,162324750,54,19
1844.0,162324750,48,23
1852.0,162324750,35,11
1802.0,121332964,19,8
1821.0,144024400,14,6
1839.0,39432304,46,6
1813.0,185592680,31,10
1833.0,41008148,33,16
1836.0,33923547,52,15
1812.0,33923547,10,3
1806.0,17744445,45,17
1828.0,33923547,61,12
1810.0,127413603,40,17
1840.0,39432304,17,7
1802.0,162324750,3,2
1821.0,144133560,10,3
1805.0,144133560,2,1
1801.0,144133560,1,0
1996.0,138885662,62754,20639
2001.0,15744967,248511,143969
2007.0,138885662,162797,40021
1997.0,127413603,509720,190797
1962.0,71924100,171199,35131
1983.0,41008148,166996,43841
2003.0,39432304,267300,82801
1984.0,17744445,50826,28217
1978.0,71924100,449290,121300
1958.0,144133560,4840,2006
1958.0,95457728,10885,5233
1942.0,39432304,2600,654
1948.0,185592680,33979,11532
1914.0,144024400,934,408
1947.0,162324750,1564,765
1906.0,33923547,2249,370
1830.0,86803240,153,59
1841.0,15744967,71,46
1851.0,17744445,227,51
1905.0,144133560,903,183
1911.0,144133560,1141,309
1985.0,86803240,356846,152477
1954.0,17744445,9622,4554
1889.0,144024400,225,92
1961.0,205649164,12962,5015
1957.0,142362112,19884,8479
1893.0,121332964,919,236
1916.0,144024400,887,391
1936.0,205649164,6260,2163
1907.0,41008148,6496,840
1947.0,41008148,8138,3501
1892.0,205649164,1542,605
1881.0,138885662,1361,377
1855.0,138885662,583,161
1840.0,185592680,231,67
1861.0,121332964,248,61
1904.0,162324750,371,120
1997.0,121332964,600824,138442
1970.0,205649164,29342,9838
1974.0,17744445,34813,21060
1843.0,185592680,317,95
1975.0,39432304,31453,8298
1838.0,138885662,326,117
1893.0,144024400,283,116
1929.0,33923547,2345,833
1920.0,86803240,5233,1597
1887.0,138885662,1916,459
1854.0,17744445,332,95
1869.0,127413603,446,132
1915.0,41008148,7466,1237
1818.0,127413603,34,16
2010.0,127413603,1552022,446087
2003.0,138885662,107749,29953
2018.0,33923547,691248,193289
2015.0,138885662,310194,47896
2016.0,95457728,205909,33640
2001.0,95457728,69396,19775
1977.0,121332964,137682,24666
1971.0,17744445,29232,17059
1974.0,95457728,22475,12362
1962.0,15744967,18673,9760
1964.0,127313418,20047,6508
1961.0,144024400,6138,3459
1953.0,33923547,6574,2446
1938.0,17744445,5384,2620
1864.0,127313418,251,63
1917.0,127413603,4547,1201
1920.0,192562407,9026,2856
1857.0,17744445,356,130
1836.0,71924100,446,214
1904.0,121332964,3543,390
,121332964,319,79
1991.0,86803240,569662,271354
2009.0,95457728,139276,31390
1978.0,142362112,53875,24109
1992.0,17744445,82225,37201
1928.0,71924100,19403,8496
1992.0,39432304,123048,28044
1932.0,127413603,9419,3742
1966.0,127313418,23364,7399
1920.0,95457728,3402,1308
1837.0,17744445,152,65
1881.0,121332964,563,130
1817.0,33923547,21,10
1996.0,71924100,1254689,544282
1999.0,142362112,173942,44397
2021.0,185592680,265102,89245
1980.0,17744445,45559,26692
1966.0,192562407,126055,34622
1909.0,138885662,3203,1152
1912.0,127413603,6501,2324
1896.0,71924100,4661,1777
1895.0,138885662,1896,659
1883.0,127413603,961,181
1880.0,144024400,133,46
1826.0,127313418,66,19
1806.0,95457728,184,120
1837.0,142362112,892,367
1806.0,86803240,83,40
,138885662,578,82
1991.0,15744967,121577,72702
1999.0,144024400,76017,38476
2010.0,205649164,502990,151557
2019.0,95457728,170751,25463
1976.0,33923547,44043,19039
1977.0,86803240,184879,67011
1968.0,192562407,142050,37448
1927.0,41008148,7425,2950
1994.0,39432304,125767,33443
1980.0,39432304,80950,13565
1959.0,17744445,11780,5874
1955.0,138885662,9580,4287
1964.0,15744967,22764,11689
1978.0,138885662,25905,12864
1873.0,142362112,2866,883
1927.0,142362112,12181,4613
1958.0,15744967,14061,7149
1930.0,121332964,5436,1382
1875.0,41008148,414,113
1891.0,205649164,1547,528
1912.0,127313418,7060,817
1853.0,15744967,94,20
1892.0,39432304,471,68
2018.0,15744967,1173328,416491
2018.0,144024400,453226,98466
2015.0,192562407,4581288,955915
1980.0,15744967,71276,46288
1965.0,185592680,184727,54641
1975.0,86803240,164105,55618
1938.0,127413603,18894,9020
1965.0,144024400,8107,4525
1914.0,205649164,3227,1058
1891.0,71924100,3380,1343
1896.0,95457728,2146,811
1896.0,17744445,1226,421
1920.0,39432304,3440,1049
1845.0,127413603,241,55
1930.0,39432304,4664,1553
1908.0,192562407,10906,1018
1835.0,33923547,79,23
1987.0,185592680,771143,313055
1977.0,39432304,55522,10571
1955.0,15744967,12123,5811
1972.0,127313418,32145,9113
1949.0,39432304,5599,2057
1909.0,162324750,446,191
1846.0,95457728,521,295
1914.0,162324750,655,241
1828.0,17744445,74,33
1815.0,71924100,154,48
1829.0,192562407,35,11
1888.0,192562407,707,97
1941.0,185592680,20023,8340
1931.0,17744445,4715,2187
1941.0,127313418,3175,1240
1881.0,86803240,930,320
1908.0,127413603,4851,1022
1831.0,142362112,845,305
1897.0,127313418,2989,297
1847.0,41008148,100,47
1843.0,127413603,245,64
1876.0,185592680,986,258
1968.0,71924100,264938,48796
2020.0,138885662,201654,24434
2004.0,142362112,263773,59796
1953.0,121332964,17778,4082
1900.0,142362112,8882,2458
1957.0,127413603,17218,5600
1928.0,127313418,3656,1447
1834.0,142362112,884,345
1864.0,17744445,376,137
1936.0,144024400,2077,1114
1929.0,121332964,4973,1234
1842.0,142362112,1270,405
1841.0,205649164,299,112
2010.0,192562407,2819493,695912
2003.0,17744445,219283,76603
2014.0,39432304,882189,216251
1995.0,142362112,138593,36984
1976.0,192562407,243280,60266
1994.0,138885662,57925,20035
1973.0,192562407,173270,43180
1928.0,86803240,8374,2715
1950.0,144133560,3840,1456
1915.0,142362112,7541,2536
1976.0,39432304,38653,9294
1934.0,17744445,4456,2227
1932.0,192562407,15018,5227
1870.0,71924100,1421,566
1848.0,95457728,588,308
1869.0,185592680,664,134
1850.0,121332964,286,74
1879.0,121332964,566,138
1955.0,205649164,9071,3388
1996.0,142362112,144846,38507
1968.0,33923547,26170,9849
1970.0,162324750,11470,5887
1953.0,39432304,8128,2723
1943.0,142362112,9447,3671
1924.0,95457728,4016,1632
1962.0,144024400,6265,3557
1937.0,33923547,2984,1122
1814.0,95457728,223,121
1873.0,33923547,262,80
1801.0,86803240,140,17
1997.0,127313418,176783,50552
1989.0,127413603,270181,105534
2002.0,127313418,244541,75279
1993.0,121332964,436439,97723
1990.0,138885662,41530,15619
1992.0,144133560,48888,20269
1982.0,127313418,88887,21670
1979.0,205649164,42375,17957
1955.0,95457728,9254,4427
1959.0,95457728,10732,5257
1833.0,121332964,96,29
1941.0,144133560,2403,1034
1887.0,127413603,1214,301
1899.0,86803240,1794,566
1929.0,41008148,7785,3174
1853.0,71924100,1076,464
1877.0,86803240,804,264
1901.0,192562407,8527,747
1827.0,138885662,305,81
1861.0,127313418,259,81
1869.0,205649164,755,273
1867.0,185592680,386,106
1983.0,71924100,603110,188388
1980.0,185592680,543978,196068
2003.0,205649164,228888,71831
1975.0,41008148,52058,21938
1982.0,121332964,185105,35125
1997.0,162324750,56389,34002
1993.0,144024400,49309,27185
1986.0,95457728,33821,17530
1987.0,192562407,642755,151937
1990.0,205649164,85511,25537
1924.0,185592680,9562,4149
1968.0,144133560,8899,3790
1951.0,17744445,8900,4137
1933.0,144024400,1866,944
1937.0,39432304,2753,696
1923.0,15744967,2321,1096
1896.0,86803240,1676,589
2018.0,142362112,475441,41764
1983.0,144024400,25813,16345
1951.0,142362112,15954,6239
1975.0,142362112,38162,18250
1975.0,127313418,39328,11429
1857.0,86803240,359,119
1939.0,127313418,3531,1298
1941.0,95457728,6342,2812
1951.0,144024400,3733,2026
1896.0,144024400,420,183
1873.0,162324750,62,19
2020.0,15744967,1308000,453092
2011.0,162324750,238764,104316
1979.0,15744967,67942,43517
2012.0,39432304,714807,183129
1998.0,41008148,612857,236690
1969.0,192562407,155704,37006
1929.0,138885662,5758,2255
1895.0,144133560,671,100
1802.0,205649164,119,60
1874.0,138885662,963,288
1803.0,127413603,42,28
1862.0,121332964,261,77
1806.0,71924100,127,18
1845.0,138885662,474,133
1856.0,138885662,562,142
1821.0,17744445,81,33
1858.0,33923547,117,38
1811.0,142362112,550,221
1820.0,17744445,77,34
1859.0,127413603,382,133
1835.0,15744967,43,28
1826.0,71924100,180,29
1817.0,71924100,142,44
1834.0,138885662,297,94
1862.0,192562407,159,54
1857.0,15744967,103,44
1854.0,192562407,94,20
1844.0,86803240,198,102
1890.0,144024400,197,73
1824.0,86803240,70,29
1817.0,127313418,42,15
1800.0,127313418,119,49
1837.0,144133560,20,10
1815.0,127313418,90,43
1820.0,86803240,67,35
1839.0,185592680,272,68
1869.0,144024400,90,35
1801.0,127413603,35,15
1807.0,185592680,27,8
1832.0,15744967,42,21
1806.0,138885662,207,47
1847.0,192562407,56,15
1859.0,144024400,73,25
1818.0,86803240,55,34
1835.0,162324750,7,5
1840.0,15744967,67,39
1833.0,33923547,51,17
1861.0,162324750,59,23
1842.0,17744445,147,42
1832.0,41008148,28,15
1859.0,144133560,62,16
1833.0,144133560,21,7
1816.0,138885662,271,131
1835.0,144024400,44,26
1874.0,162324750,75,18
1873.0,15744967,155,56
1802.0,86803240,84,41
1859.0,41008148,236,93
1813.0,121332964,18,5
1834.0,192562407,34,18
1827.0,162324750,16,11
1807.0,86803240,45,27
1803.0,185592680,44,11
1820.0,192562407,14,8
1827.0,41008148,45,31
1833.0,192562407,39,18
1862.0,144133560,42,19
1811.0,33923547,26,10
1804.0,41008148,22,13
1828.0,144024400,22,12
1818.0,192562407,14,9
1803.0,41008148,19,7
1820.0,15744967,35,22
1814.0,144133560,10,3
1825.0,192562407,21,8
1807.0,127413603,48,26
1815.0,144024400,9,4
1802.0,144024400,13,6
1813.0,15744967,23,7
1838.0,33923547,60,18
1834.0,127313418,46,16
1802.0,185592680,23,10
1812.0,144133560,12,5
1821.0,192562407,15,6
1802.0,41008148,20,12
1826.0,162324750,12,7
2011.0,17744445,528424,138072
2006.0,86803240,1547603,888200
1959.0,86803240,46164,12446
1889.0,86803240,1263,406
1966.0,41008148,34596,13472
1998.0,95457728,56420,17629
1974.0,39432304,29318,7433
1959.0,192562407,65106,20043
1945.0,142362112,9436,3872
1930.0,142362112,14405,5019
1944.0,127413603,15970,7993
1937.0,15744967,4604,2413
1916.0,162324750,540,198
1948.0,144133560,3037,1163
1907.0,127413603,4623,866
1926.0,15744967,3039,1474
1813.0,142362112,668,229
1912.0,162324750,549,207
1891.0,192562407,664,113
1810.0,95457728,161,81
1802.0,71924100,126,10
1889.0,39432304,468,88
1985.0,15744967,88201,55488
2010.0,86803240,2147182,1182390
2009.0,144133560,336131,104992
2014.0,127313418,837569,178077
1998.0,162324750,61021,36767
1966.0,17744445,19989,10470
1931.0,192562407,15509,5531
1995.0,144133560,65145,26452
1969.0,162324750,8630,4875
1877.0,185592680,1064,336
1930.0,144024400,1827,963
1911.0,39432304,3525,500
1873.0,185592680,844,230
1880.0,205649164,1472,560
1897.0,15744967,650,269
2006.0,121332964,1300293,302956
1979.0,33923547,54733,22537
1980.0,127413603,157382,60588
1979.0,17744445,42861,25090
1984.0,71924100,665010,213644
1890.0,142362112,4809,1537
2021.0,138885662,4532,750
1927.0,33923547,1991,724
1956.0,205649164,9499,3748
1974.0,144133560,12730,6236
1887.0,185592680,1762,646
1886.0,17744445,1528,239
1931.0,144024400,1987,992
1941.0,41008148,5076,1925
1808.0,142362112,645,273
1897.0,127413603,3289,437
1831.0,138885662,234,74
1851.0,144133560,46,10
1862.0,95457728,1035,481
1884.0,39432304,387,74
1867.0,127313418,388,111
2016.0,41008148,3861531,830501
2010.0,41008148,2173809,698254
2004.0,121332964,1018166,262106
2014.0,142362112,630039,73027
2016.0,142362112,689954,66821
1936.0,162324750,1711,828
1961.0,185592680,127236,39958
1984.0,205649164,57437,20727
1973.0,95457728,22950,12531
1917.0,121332964,2312,453
1930.0,192562407,15230,5424
1899.0,127413603,3763,831
1917.0,192562407,8195,1296
1888.0,86803240,1190,392
1865.0,86803240,374,136
1879.0,127313418,640,169
1917.0,144024400,936,416
2016.0,127313418,1017531,196104
1904.0,86803240,2373,839
1887.0,142362112,7314,1163
1972.0,144024400,15484,9837
1986.0,127313418,103174,26634
1971.0,71924100,294245,59647
1965.0,127313418,21928,7092
1952.0,33923547,6162,2193
1916.0,41008148,6501,1172
1873.0,95457728,1064,413
1893.0,127313418,1102,315
1840.0,71924100,749,352
1856.0,95457728,890,345
1931.0,86803240,10574,3364
1962.0,185592680,138023,42153
1992.0,95457728,43527,16859
1924.0,138885662,4484,1829
1801.0,142362112,874,302
1846.0,205649164,354,138
1953.0,15744967,11014,5100
1964.0,138885662,13554,6191
1832.0,142362112,791,240
1861.0,86803240,344,132
1869.0,127313418,387,112
1846.0,15744967,68,35
2001.0,192562407,1510691,416526
2009.0,121332964,1400117,341520
2009.0,17744445,441137,127757
1917.0,205649164,2648,1029
1981.0,142362112,67250,28832
1970.0,15744967,44801,25839
1994.0,205649164,101967,31680
1946.0,95457728,6095,2827
1925.0,185592680,10739,4757
1929.0,17744445,4187,1896
1910.0,95457728,3136,1252
1853.0,138885662,573,159
1800.0,192562407,524,134
1903.0,127413603,3984,696
1863.0,205649164,657,218
1898.0,127413603,2139,364
1918.0,162324750,472,195
1840.0,127313418,101,44
1846.0,142362112,1332,444
1860.0,185592680,380,108
1874.0,71924100,1416,513
1871.0,138885662,748,271
1865.0,121332964,266,54
1903.0,33923547,2043,327
1823.0,192562407,27,13
2018.0,39432304,1523372,288347
1899.0,205649164,2163,715
1993.0,39432304,117169,30762
1957.0,185592680,88439,28756
1971.0,41008148,36120,13304
1979.0,127413603,143122,57134
1947.0,185592680,28284,9496
1958.0,205649164,10842,4121
1943.0,127313418,2686,1013
1845.0,142362112,1220,430
1898.0,39432304,1462,137
1893.0,33923547,533,161
1872.0,41008148,385,116
2019.0,71924100,6733325,2837859
2020.0,17744445,621097,124392
1966.0,71924100,228198,43652
1932.0,17744445,4359,2115
1970.0,127313418,33611,9342
1971.0,95457728,21387,11465
1972.0,144133560,11418,5198
1917.0,41008148,5960,1177
1982.0,41008148,158629,40710
1900.0,138885662,2433,796
1923.0,95457728,3715,1484
1899.0,162324750,290,116
1923.0,86803240,5976,2054
1914.0,127313418,6907,783
1858.0,95457728,904,361
1901.0,144133560,774,152
1831.0,127413603,67,38
1862.0,205649164,768,226
1903.0,121332964,3819,435
1814.0,71924100,135,25
1976.0,142362112,43578,19547
1920.0,121332964,2908,685
1828.0,185592680,67,22
1962.0,127313418,16376,5407
1932.0,121332964,5174,1305
1956.0,138885662,9588,4091
1880.0,142362112,6048,1237
1849.0,185592680,274,81
1863.0,71924100,1083,478
1817.0,138885662,251,89
2012.0,185592680,2273007,916407
2006.0,41008148,1552531,570552
1982.0,192562407,491135,94237
1974.0,86803240,154954,55281
2017.0,127313418,1122245,203683
1991.0,162324750,38048,23209
1979.0,71924100,466599,127641
1907.0,86803240,2798,948
1989.0,144133560,38931,16385
1916.0,17744445,2575,1130
1964.0,142362112,25362,11615
1899.0,95457728,2449,905
1929.0,142362112,13179,4900
1897.0,185592680,2808,823
1910.0,33923547,2147,381
1958.0,127313418,12156,4323
1887.0,17744445,1476,230
1887.0,71924100,3211,1188
1849.0,17744445,262,103
1820.0,205649164,245,71
1903.0,39432304,2643,349
1872.0,185592680,631,143
1883.0,17744445,694,187
2018.0,17744445,761287,141769
1941.0,17744445,5297,2731
1965.0,95457728,15776,8000
1959.0,33923547,10165,3612
1992.0,142362112,107144,32394
1991.0,205649164,83430,27001
1972.0,33923547,36600,15041
1991.0,144024400,41248,23401
1913.0,121332964,4133,545
1959.0,121332964,28638,6199
1948.0,33923547,3470,1337
1858.0,127413603,385,104
1918.0,127413603,4107,1073
1915.0,162324750,629,271
1926.0,95457728,4351,1726
1931.0,121332964,4859,1263
1908.0,144133560,977,228
1802.0,142362112,715,298
1894.0,33923547,670,151
1858.0,144133560,97,21
1802.0,144133560,8,2
2013.0,185592680,2411194,952108
1996.0,86803240,765847,408098
2006.0,95457728,96609,24806
1948.0,17744445,7307,3568
1939.0,185592680,22215,8876
1873.0,205649164,950,333
1978.0,33923547,51312,21224
2021.0,127313418,35390,11822
1971.0,121332964,98768,16003
1955.0,121332964,18429,4342
1917.0,138885662,2353,924
1892.0,162324750,278,93
1969.0,95457728,19875,10509
1811.0,138885662,206,54
1855.0,41008148,234,101
1817.0,205649164,83,38
1862.0,71924100,973,404
1854.0,33923547,117,38
1832.0,192562407,44,18
1844.0,33923547,91,28
2016.0,185592680,2514778,992844
2005.0,144024400,147882,62014
1987.0,71924100,822100,282013
1897.0,138885662,2094,712
1976.0,127413603,116684,48886
1969.0,185592680,256606,78958
1996.0,205649164,120501,35960
1980.0,121332964,168919,30937
1944.0,144024400,2029,1186
1954.0,39432304,8648,2812
1875.0,71924100,1568,595
1820.0,127313418,58,20
1851.0,86803240,226,89
1834.0,205649164,240,93
2012.0,41008148,2732950,758029
2014.0,144133560,514886,133453
1990.0,86803240,601486,250502
1960.0,138885662,11175,5033
1968.0,185592680,239682,73226
1988.0,39432304,93714,20486
1938.0,41008148,5008,1929
1983.0,95457728,29857,16010
1843.0,142362112,1131,385
1917.0,17744445,2532,1045
1896.0,127413603,2990,316
1898.0,17744445,1200,426
1907.0,15744967,1059,447
1831.0,95457728,274,147
1863.0,121332964,249,65
1853.0,185592680,291,75
1880.0,162324750,80,21
1841.0,144133560,45,14
1827.0,86803240,91,41
1858.0,205649164,767,180
1822.0,144024400,26,16
1883.0,162324750,99,30
1833.0,185592680,211,55
1847.0,127413603,192,56
1890.0,162324750,173,71
1836.0,162324750,12,6
1857.0,162324750,57,20
1841.0,192562407,49,13
1833.0,86803240,102,45
1849.0,41008148,144,58
1824.0,138885662,256,85
1875.0,121332964,422,72
1876.0,144024400,106,29
1886.0,144133560,166,34
1810.0,15744967,26,16
1854.0,185592680,314,88
1809.0,121332964,22,9
1873.0,121332964,464,119
1837.0,15744967,49,21
1840.0,127413603,163,53
1840.0,144133560,30,5
1850.0,41008148,154,49
1812.0,185592680,32,15
1832.0,71924100,526,220
1822.0,17744445,56,25
1859.0,15744967,163,102
1887.0,144133560,210,40
1880.0,144133560,110,30
1867.0,144133560,57,14
1863.0,144133560,43,19
1843.0,144024400,44,17
1845.0,185592680,313,112
1827.0,192562407,59,16
1882.0,15744967,253,83
1816.0,127413603,48,23
1838.0,144133560,22,8
1843.0,33923547,88,24
1820.0,127413603,37,21
1848.0,192562407,63,21
1863.0,192562407,112,26
1855.0,17744445,328,70
1829.0,33923547,56,12
1836.0,127313418,102,19
1885.0,162324750,108,37
1855.0,162324750,46,13
1842.0,144024400,53,18
1835.0,205649164,237,93
1806.0,144024400,18,6
1867.0,192562407,108,40
1818.0,17744445,68,31
1861.0,144024400,65,31
1855.0,33923547,129,64
1840.0,41008148,120,31
1803.0,17744445,72,18
1836.0,41008148,38,8
1817.0,41008148,21,11
1864.0,144133560,52,14
1822.0,162324750,9,6
1829.0,127313418,47,19
1834.0,15744967,57,20
1865.0,144024400,71,38
1826.0,41008148,19,7
1824.0,121332964,30,9
1821.0,39432304,10,5
1813.0,144133560,4,2
1828.0,162324750,10,6
1810.0,41008148,13,3
1810.0,192562407,21,4
1801.0,192562407,10,2
1824.0,185592680,21,4
1814.0,39432304,7,1
1803.0,144024400,14,7
1809.0,144024400,17,6
2013.0,71924100,5122528,2635502
1993.0,41008148,392553,141490
1977.0,71924100,414473,107699
1995.0,15744967,153705,90967
1958.0,142362112,20325,9449
1973.0,71924100,318300,74439
1991.0,33923547,131052,55891
1980.0,162324750,23871,13396
1986.0,144024400,30038,18767
1971.0,205649164,22737,8728
1936.0,185592680,20514,7773
1952.0,205649164,7907,3062
1921.0,185592680,6568,2896
1972.0,138885662,18481,8854
1883.0,95457728,1208,471
1895.0,17744445,1085,330
1938.0,121332964,4950,1250
1919.0,127413603,4471,1352
1922.0,15744967,2110,1017
1923.0,192562407,9691,3195
1959.0,144133560,5021,2059
1851.0,138885662,576,151
1946.0,127313418,3623,1513
1854.0,95457728,835,290
1834.0,71924100,490,210
1838.0,127413603,166,62
1862.0,185592680,457,119
1874.0,144133560,97,20
2010.0,33923547,561932,242645
2000.0,185592680,1219267,560336
2018.0,192562407,5550028,937014
1985.0,17744445,52794,29314
1969.0,33923547,29444,11718
2000.0,205649164,178679,53354
1916.0,127413603,4672,1172
1916.0,142362112,7323,2436
1953.0,95457728,8582,3968
1928.0,17744445,3994,1841
1959.0,144024400,5586,3092
1862.0,127313418,311,103
1928.0,162324750,1042,406
1900.0,39432304,2516,349
1831.0,185592680,72,24
1876.0,144133560,132,18
1980.0,33923547,60549,24721
2009.0,192562407,2441791,644709
1993.0,185592680,937324,405384
2009.0,142362112,451335,72762
2001.0,41008148,908003,330256
2001.0,39432304,225754,66464
2020.0,95457728,136120,22677
1992.0,127313418,142666,37367
1933.0,71924100,22082,9979
1986.0,17744445,56322,31220
1966.0,127413603,37727,11315
1913.0,86803240,4653,1496
1891.0,95457728,1649,682
1905.0,95457728,2756,1155
1921.0,17744445,2748,1158
1879.0,33923547,345,108
1845.0,17744445,207,68
1888.0,39432304,423,80
1883.0,33923547,401,115
1887.0,121332964,581,149
1996.0,185592680,1089375,482123
1975.0,71924100,358020,83885
2007.0,39432304,359593,117021
2005.0,39432304,309753,97923
1977.0,144024400,22300,13639
1952.0,17744445,8974,4199
1973.0,39432304,26230,6844
1924.0,17744445,3247,1450
1909.0,205649164,2985,1042
1967.0,127413603,41993,13102
1953.0,192562407,40866,12726
1929.0,144133560,2088,738
1940.0,192562407,11862,4074
1942.0,205649164,4914,1850
1902.0,41008148,5574,821
1831.0,71924100,422,182
1891.0,144024400,304,121
2001.0,17744445,179118,66827
2002.0,205649164,210139,65511
1993.0,142362112,124526,35536
1995.0,192562407,986078,263851
2017.0,162324750,266392,107828
1940.0,185592680,22152,8735
1915.0,127413603,5049,1187
1964.0,127413603,31144,9404
1916.0,95457728,3672,1344
1937.0,144024400,2417,1190
1829.0,205649164,215,109
1894.0,39432304,1481,112
1855.0,127413603,277,86
2000.0,71924100,1582472,752292
1989.0,41008148,304439,90072
2013.0,144024400,329348,105391
2002.0,144024400,110933,49305
2012.0,144024400,305397,99688
1991.0,138885662,43262,16316
1985.0,127413603,194339,74511
1951.0,86803240,25426,6770
1950.0,86803240,33009,6868
1914.0,192562407,11101,1330
1898.0,144024400,461,221
1933.0,95457728,5439,2258
1946.0,127413603,14646,6930
1912.0,41008148,6861,977
1949.0,162324750,2075,1029
1911.0,127413603,5281,1232
1916.0,205649164,2988,1126
1865.0,142362112,1999,648
1809.0,142362112,569,217
1856.0,17744445,396,96
1910.0,39432304,3401,434
1874.0,121332964,378,91
1886.0,39432304,385,54
,142362112,1596,213
2003.0,86803240,1201659,695369
2018.0,162324750,185751,63915
1984.0,33923547,75121,31249
2021.0,86803240,174036,68605
1978.0,127413603,136428,54241
1987.0,127313418,102972,28916
1903.0,142362112,8309,2147
1961.0,138885662,11617,5240
1926.0,127313418,3501,1436
1972.0,39432304,23837,6244
1891.0,17744445,934,361
1862.0,41008148,213,63
1835.0,142362112,1035,336
1882.0,205649164,1119,400
1900.0,144024400,566,265
1878.0,86803240,865,276
1904.0,144133560,703,156
1844.0,41008148,167,81
1875.0,192562407,343,58
2013.0,15744967,977189,440313
1995.0,127413603,436400,163997
2008.0,121332964,1379479,330737
1986.0,15744967,94012,58257
1999.0,39432304,178733,51894
1901.0,185592680,3908,1287
1926.0,185592680,11980,5280
1946.0,39432304,3723,1271
1839.0,71924100,509,217
1884.0,33923547,400,128
1933.0,33923547,2679,984
1932.0,33923547,2688,957
1909.0,144133560,1056,251
1889.0,127413603,1252,282
1922.0,192562407,9870,3142
1857.0,205649164,742,262
1924.0,15744967,2363,1116
1865.0,71924100,1098,430
1883.0,144133560,146,32
1934.0,162324750,1628,786
1853.0,121332964,280,76
1896.0,39432304,1815,95
2006.0,144024400,162915,66375
1991.0,192562407,829002,209842
1984.0,144024400,27147,16715
1852.0,142362112,1767,430
1914.0,142362112,10004,3292
1929.0,15744967,3712,1881
1925.0,41008148,7324,2825
1861.0,142362112,1909,577
1941.0,138885662,4505,1941
1852.0,71924100,825,353
1928.0,144133560,1922,712
1880.0,86803240,931,324
1880.0,33923547,388,110
1860.0,39432304,93,18
1920.0,33923547,1361,494
1865.0,127313418,360,100
1973.0,86803240,144000,50051
1978.0,162324750,18443,11656
1982.0,127413603,165734,63750
1958.0,33923547,8766,3132
1902.0,142362112,7125,1983
1948.0,142362112,12712,5500
1923.0,205649164,3721,1339
1936.0,17744445,5150,2451
1858.0,142362112,2141,627
1871.0,142362112,2064,629
1912.0,121332964,3784,501
1949.0,127313418,5537,2352
1852.0,86803240,338,135
1826.0,144133560,12,6
1890.0,33923547,460,144
1875.0,127313418,540,140
1851.0,127313418,145,47
2014.0,17744445,664744,150151
1994.0,86803240,686190,344302
2021.0,17744445,23345,6080
1986.0,162324750,28818,18682
1985.0,138885662,31860,15607
1908.0,86803240,3082,1036
1867.0,95457728,757,289
1944.0,144133560,1480,647
1825.0,138885662,210,60
1943.0,86803240,10850,3787
1912.0,71924100,9645,3870
1913.0,41008148,7590,1111
1885.0,144133560,123,25
1807.0,95457728,196,116
1934.0,41008148,5885,2256
1834.0,185592680,264,66
1860.0,162324750,51,17
1846.0,86803240,196,97
1881.0,192562407,445,72
1862.0,86803240,440,159
1937.0,162324750,1652,793
1873.0,41008148,422,97
,185592680,554,257
2005.0,142362112,286903,61525
2009.0,205649164,452381,136963
1983.0,192562407,493774,97011
1947.0,86803240,15539,4209
1965.0,127413603,35662,10789
1953.0,86803240,30083,8184
1977.0,162324750,17737,10717
1964.0,33923547,16262,6012
1949.0,142362112,13604,6197
1871.0,71924100,1505,562
1801.0,205649164,115,47
1877.0,205649164,1000,371
1852.0,192562407,96,33
1895.0,127313418,1371,273
2004.0,185592680,1488662,667937
2007.0,144024400,185352,74141
1963.0,127413603,29040,9111
1948.0,162324750,1728,928
1911.0,71924100,8975,3628
1922.0,142362112,9812,3106
1925.0,95457728,4433,1731
1931.0,127413603,8817,3403
1925.0,144133560,1945,736
1907.0,144024400,612,277
