AuthorId,PageRank,PageRank05,InDegreeStrength,InDegree,OutDegreeStrength,OutDegree,Gender,Rank,AuthorId.1,Rank.1,NormalizedName,DisplayName,LastKnownAffiliationId,PaperCount,PaperFamilyCount,CitationCount,CreatedDate,DisplayName.1
2013475460,0.0005342532,0.0001723344,4646.5054,4631.0,211.83333,175.0,1,13127,2013475460,13127,jack hirshleifer,Jack Hirshleifer,161318765.0,123,123,10841,2016-06-24,Jack Hirshleifer
1981573856,0.00052587554,0.00020848111,7654.881,7917.0,1316.1292,1030.0,1,12715,1981573856,12715,vernon l smith,Vernon L. Smith,185071736.0,512,489,25846,2016-06-24,Vernon L. Smith
217345985,0.00052566326,0.00022716053,13400.461,8245.0,1481.5555,741.0,1,12617,217345985,12617,george j borjas,George J. Borjas,136199984.0,229,201,26512,2016-06-24,George J. Borjas
311816429,0.00052462454,0.00027682626,12488.358,13568.0,1326.4622,817.0,1,12643,311816429,12643,robert s pindyck,Robert S. Pindyck,63966007.0,185,157,28369,2016-06-24,Robert S. Pindyck
1989612598,0.0005209968,0.00020995871,7800.4165,8091.0,396.66666,159.0,1,13343,1989612598,13343,jacob mincer,Jacob Mincer,78577930.0,51,50,10725,2016-06-24,Jacob Mincer
2608176085,0.0005185854,0.000280152,8653.116,8476.0,813.25,419.0,0,13180,2608176085,13180,bela balassa,Bela Balassa,145311948.0,156,153,11592,2017-05-05,Bela Balassa
686670403,0.00051453017,0.00022396188,11191.629,11960.0,1086.8334,448.0,-1,12523,686670403,12523,g william schwert,G. William Schwert,5388228.0,84,69,20543,2016-06-24,G. William Schwert
1493141467,0.00051192363,0.00010732113,1587.2916,1741.0,3.0,2.0,1,13711,1493141467,13711,ragnar frisch,Ragnar Frisch,184942183.0,109,108,3242,2016-06-24,Ragnar Frisch
2290069171,0.00051142636,0.00025507412,9792.306,15135.0,810.0139,829.0,1,11861,2290069171,11861,richard r nelson,Richard R. Nelson,78577930.0,325,310,69245,2016-06-24,Richard R. Nelson
1389213,0.0005095522,0.00030887817,13411.387,14505.0,4323.079,2401.0,1,12625,1389213,12625,martin ravallion,Martin Ravallion,184565670.0,410,397,32148,2016-06-24,Martin Ravallion
2187985802,0.00050949666,0.00022574088,7085.694,8056.0,0.0,0.0,1,13121,2187985802,13121,alfred marshall,Alfred Marshall,,118,118,15084,2016-06-24,Alfred Marshall
151186395,0.0005076959,0.00013835762,3391.7507,3941.0,129.0,70.0,1,12505,151186395,12505,gerard debreu,Gerard Debreu,95457486.0,48,46,14166,2016-06-24,Gerard Debreu
2117668619,0.0005006247,0.00029334667,10212.981,19721.0,85.416664,166.0,1,11010,2117668619,11010,amos tversky,Amos Tversky,97018004.0,212,209,186500,2016-06-24,Amos Tversky
2239436326,0.0004965827,0.00033962892,13264.936,15245.0,202.85417,181.0,1,12313,2239436326,12313,douglass c north,Douglass C. North,204465549.0,225,219,54815,2016-06-24,Douglass C. North
2022012124,0.0004940685,0.00024118311,8394.902,10610.0,10.313187,39.0,1,13113,2022012124,13113,simon kuznets,Simon Kuznets,79576946.0,280,278,13646,2016-06-24,Simon Kuznets
622018538,0.0004931742,0.00021772913,14611.933,15401.0,2744.0222,1882.0,1,11991,622018538,11991,edward l glaeser,Edward L. Glaeser,136199984.0,383,320,46394,2016-06-24,Edward L. Glaeser
1619741592,0.000492154,0.0001817972,7552.522,4908.0,552.3333,335.0,1,12345,1619741592,12345,richard a posner,Richard A. Posner,40347166.0,709,686,25955,2016-06-24,Richard A. Posner
2286515946,0.0004891459,0.00022520368,14269.179,15227.0,1208.375,1004.0,1,12761,2286515946,12761,stephen nickell,Stephen Nickell,174554333.0,195,185,24860,2016-06-24,Stephen Nickell
2061888244,0.00048688104,0.00025163076,15303.838,18402.0,2464.0222,1591.0,0,12437,2061888244,12437,carmen reinhart,Carmen Reinhart,136199984.0,399,338,35157,2016-06-24,Carmen Reinhart
2150150885,0.00048284238,0.00024021958,15416.932,11504.0,5144.653,1555.0,1,12847,2150150885,12847,sebastian edwards,Sebastian Edwards,161318765.0,394,354,18576,2016-06-24,Sebastian Edwards
2153855188,0.00048183047,0.0002640228,17683.818,14850.0,1774.1152,1321.0,1,12561,2153855188,12561,james d hamilton,James D. Hamilton,36258959.0,142,118,39388,2016-06-24,James D. Hamilton
2251521749,0.00047906293,0.00022696474,13357.352,21549.0,789.14026,840.0,1,12579,2251521749,12579,gene m grossman,Gene M. Grossman,20089843.0,194,154,38334,2016-06-24,Gene M. Grossman
175544710,0.00047870702,0.0001809092,6739.6484,10810.0,90.25,149.0,1,12655,175544710,12655,david m kreps,David M. Kreps,97018004.0,87,83,21547,2016-06-24,David M. Kreps
2226183506,0.00047417567,0.00019163817,8031.6304,11049.0,2925.974,1341.0,1,12542,2226183506,12542,partha dasgupta,Partha Dasgupta,241749.0,345,338,27448,2016-06-24,Partha Dasgupta
2140523594,0.00046955945,0.00017721219,8582.281,14665.0,407.8125,626.0,1,12431,2140523594,12431,kevin m murphy,Kevin M. Murphy,40347166.0,119,104,25475,2016-06-24,Kevin M. Murphy
2107110008,0.00046614232,0.00022282332,6164.367,8600.0,115.0,118.0,1,13255,2107110008,13255,kelvin lancaster,Kelvin Lancaster,78577930.0,27,27,12322,2016-06-24,Kelvin Lancaster
